date,funding_rate,open_interest_usd
2022-12-30,9.044e-05,1792272651.107735
2022-12-31,0.0001,1779176510.2225049
2023-01-01,6.897e-05,1785509786.4924612
2023-01-02,-1.0580000000000002e-05,1786531595.026312
2023-01-03,7.433e-05,1777828696.4136367
2023-01-04,4.936e-05,1739287201.2720156
2023-01-05,5.7056666666666665e-05,1727055751.9104724
2023-01-06,6.945333333333333e-05,1749061250.1654043
2023-01-07,4.393e-05,1777121811.8942642
2023-01-08,7.703e-05,1785742026.506817
2023-01-09,2.0116666666666667e-05,1817876014.8117747
2023-01-10,5.077e-05,1834342784.8940136
2023-01-11,1.6756666666666665e-05,1975642476.1942928
2023-01-12,9.183e-05,1990991487.282944
2023-01-13,9.053333333333332e-05,2131145030.9022944
2023-01-14,0.00021531,1984290061.813116
2023-01-15,0.0001534599999999,1957337442.9015093
2023-01-16,0.0001,2009174905.365769
2023-01-17,0.0001,2107399028.670616
2023-01-18,0.0001,2152741667.2157087
2023-01-19,0.0001,2144989023.0651605
2023-01-20,0.0001,2252899546.5036187
2023-01-21,0.0001,2228191958.817919
2023-01-22,0.0001,2183142968.0552053
2023-01-23,0.0001,2157897643.5087056
2023-01-24,0.0001,2141949830.493989
2023-01-25,0.0001,2105240037.6879144
2023-01-26,0.0001,2042671673.2678096
2023-01-27,9.847e-05,2063782484.6633053
2023-01-28,0.0001,2075237268.0719304
2023-01-29,0.0001,2319509315.688206
2023-01-30,0.0001,2309674227.587971
2023-01-31,0.0001,2231192119.5693617
2023-02-01,0.0001,2265341452.909102
2023-02-02,0.0001,2345694108.99288
2023-02-03,0.0001,2326923154.046408
2023-02-04,0.0001,2283629659.3724995
2023-02-05,0.0001,2345279048.6465435
2023-02-06,0.0001,2369739475.5913444
2023-02-07,0.0001,2377625114.555452
2023-02-08,0.0001,2378118890.9447546
2023-02-09,0.0001,2368013383.1321845
2023-02-10,0.0001,2225272167.7360544
2023-02-11,6.165666666666668e-05,2247488417.4927263
2023-02-12,5.8710000000000005e-05,2207885948.6757846
2023-02-13,6.132333333333333e-05,2198437765.7867026
2023-02-14,9.629e-05,2216349908.493886
2023-02-15,4.692666666666667e-05,2406987313.1399508
2023-02-16,0.0001439033333333,2727920702.303249
2023-02-17,0.0001,2535073401.426086
2023-02-18,0.0001,2698551084.856042
2023-02-19,0.0001,2722465918.0120487
2023-02-20,0.0001,2700074447.315471
2023-02-21,0.0001,2765844009.539652
2023-02-22,0.0001,2619881966.386756
2023-02-23,5.7123333333333336e-05,2539395228.827803
2023-02-24,5.1223333333333335e-05,2494704701.8506527
2023-02-25,5.816666666666667e-06,2514147011.3372626
2023-02-26,5.571e-05,2534868731.401562
2023-02-27,5.388666666666667e-05,2454542092.1130624
2023-02-28,3.783e-05,2379821451.767732
2023-03-01,6.728333333333333e-05,2498367524.961925
2023-03-02,8.570000000000001e-05,2516114585.730882
